filename,param_count,run,compilation_time,job_id,node
18-param.sac,18,4,.021439160,6476750,cn132
18-param.sac,18,5,.021713896,6476750,cn132
18-param.sac,18,6,.020397578,6476750,cn132
18-param.sac,18,7,.021342811,6476750,cn132
18-param.sac,18,8,.021115664,6476750,cn132
18-param.sac,18,9,.019685723,6476750,cn132
18-param.sac,18,10,.021163735,6476750,cn132
19-param.sac,19,1,.023482815,6476751,cn132
19-param.sac,19,2,.020448413,6476751,cn132
19-param.sac,19,3,.020767281,6476751,cn132
19-param.sac,19,4,.021990936,6476751,cn132
19-param.sac,19,5,.020656513,6476751,cn132
19-param.sac,19,6,.020491674,6476751,cn132
19-param.sac,19,7,.020537340,6476751,cn132
19-param.sac,19,8,.020085001,6476751,cn132
19-param.sac,19,9,.019399515,6476751,cn132
19-param.sac,19,10,.021433821,6476751,cn132
