compiler,param_count,run,status,exit_code,compilation_time_seconds,peak_rss_kb,user_cpu_s,sys_cpu_s,job_id,array_task_id,node,started_at,finished_at,error_message
new,1,10,SUCCESS,0,0.626743,43892,0.5,0.09,1642446,1,cn99,2026-05-25T12:25:51+00:00,2026-05-25T12:25:58+00:00,
new,10,1,SUCCESS,0,0.737711,49192,0.58,0.1,1642446,10,cn99,2026-05-25T12:27:01+00:00,2026-05-25T12:27:09+00:00,
new,10,2,SUCCESS,0,0.700406,49324,0.58,0.09,1642446,10,cn99,2026-05-25T12:27:01+00:00,2026-05-25T12:27:09+00:00,
new,10,3,SUCCESS,0,0.700967,48936,0.57,0.1,1642446,10,cn99,2026-05-25T12:27:01+00:00,2026-05-25T12:27:09+00:00,
new,10,4,SUCCESS,0,0.711933,49088,0.59,0.1,1642446,10,cn99,2026-05-25T12:27:01+00:00,2026-05-25T12:27:09+00:00,
new,10,5,SUCCESS,0,0.704227,49196,0.58,0.09,1642446,10,cn99,2026-05-25T12:27:01+00:00,2026-05-25T12:27:09+00:00,
new,10,6,SUCCESS,0,0.699294,49020,0.58,0.09,1642446,10,cn99,2026-05-25T12:27:01+00:00,2026-05-25T12:27:09+00:00,
new,10,7,SUCCESS,0,0.705772,49192,0.57,0.11,1642446,10,cn99,2026-05-25T12:27:01+00:00,2026-05-25T12:27:09+00:00,
new,10,8,SUCCESS,0,0.707321,49000,0.59,0.09,1642446,10,cn99,2026-05-25T12:27:01+00:00,2026-05-25T12:27:09+00:00,
new,10,9,SUCCESS,0,0.702067,49120,0.56,0.11,1642446,10,cn99,2026-05-25T12:27:01+00:00,2026-05-25T12:27:09+00:00,
new,10,10,SUCCESS,0,0.70798,49076,0.58,0.1,1642446,10,cn99,2026-05-25T12:27:01+00:00,2026-05-25T12:27:09+00:00,
new,11,1,SUCCESS,0,0.748757,49992,0.61,0.09,1642446,11,cn99,2026-05-25T12:27:09+00:00,2026-05-25T12:27:17+00:00,
new,11,2,SUCCESS,0,0.702827,49956,0.58,0.1,1642446,11,cn99,2026-05-25T12:27:09+00:00,2026-05-25T12:27:17+00:00,
new,11,3,SUCCESS,0,0.722458,50004,0.59,0.11,1642446,11,cn99,2026-05-25T12:27:09+00:00,2026-05-25T12:27:17+00:00,
new,11,4,SUCCESS,0,0.709733,50036,0.57,0.11,1642446,11,cn99,2026-05-25T12:27:09+00:00,2026-05-25T12:27:17+00:00,
new,11,5,SUCCESS,0,0.725751,49904,0.58,0.11,1642446,11,cn99,2026-05-25T12:27:09+00:00,2026-05-25T12:27:17+00:00,
new,11,6,SUCCESS,0,0.714021,49992,0.57,0.11,1642446,11,cn99,2026-05-25T12:27:09+00:00,2026-05-25T12:27:17+00:00,
new,11,7,SUCCESS,0,0.773316,49768,0.59,0.16,1642446,11,cn99,2026-05-25T12:27:09+00:00,2026-05-25T12:27:17+00:00,
new,11,8,SUCCESS,0,0.82303,49968,0.59,0.21,1642446,11,cn99,2026-05-25T12:27:09+00:00,2026-05-25T12:27:17+00:00,
new,11,9,SUCCESS,0,0.800025,50088,0.58,0.19,1642446,11,cn99,2026-05-25T12:27:09+00:00,2026-05-25T12:27:17+00:00,
new,11,10,SUCCESS,0,0.776533,50028,0.59,0.16,1642446,11,cn99,2026-05-25T12:27:09+00:00,2026-05-25T12:27:17+00:00,
new,12,1,SUCCESS,0,0.745146,50848,0.58,0.11,1642446,12,cn99,2026-05-25T12:27:18+00:00,2026-05-25T12:27:26+00:00,
new,12,2,SUCCESS,0,0.810503,50712,0.59,0.19,1642446,12,cn99,2026-05-25T12:27:18+00:00,2026-05-25T12:27:26+00:00,
new,12,3,SUCCESS,0,0.818406,50748,0.6,0.19,1642446,12,cn99,2026-05-25T12:27:18+00:00,2026-05-25T12:27:26+00:00,
new,12,4,SUCCESS,0,0.821087,50540,0.6,0.2,1642446,12,cn99,2026-05-25T12:27:18+00:00,2026-05-25T12:27:26+00:00,
new,12,5,SUCCESS,0,0.812411,50624,0.59,0.19,1642446,12,cn99,2026-05-25T12:27:18+00:00,2026-05-25T12:27:26+00:00,
new,12,6,SUCCESS,0,0.815879,50676,0.6,0.19,1642446,12,cn99,2026-05-25T12:27:18+00:00,2026-05-25T12:27:26+00:00,
new,12,7,SUCCESS,0,0.824139,50588,0.6,0.19,1642446,12,cn99,2026-05-25T12:27:18+00:00,2026-05-25T12:27:26+00:00,
new,12,8,SUCCESS,0,0.81226,50764,0.58,0.2,1642446,12,cn99,2026-05-25T12:27:18+00:00,2026-05-25T12:27:26+00:00,
new,12,9,SUCCESS,0,0.721466,50992,0.58,0.11,1642446,12,cn99,2026-05-25T12:27:18+00:00,2026-05-25T12:27:26+00:00,
new,12,10,SUCCESS,0,0.72338,50820,0.6,0.1,1642446,12,cn99,2026-05-25T12:27:18+00:00,2026-05-25T12:27:26+00:00,
new,13,1,SUCCESS,0,0.862867,51624,0.6,0.21,1642446,13,cn99,2026-05-25T12:27:27+00:00,2026-05-25T12:27:35+00:00,
new,13,2,SUCCESS,0,0.842397,51548,0.61,0.2,1642446,13,cn99,2026-05-25T12:27:27+00:00,2026-05-25T12:27:35+00:00,
new,13,3,SUCCESS,0,0.829444,51508,0.6,0.2,1642446,13,cn99,2026-05-25T12:27:27+00:00,2026-05-25T12:27:35+00:00,
new,13,4,SUCCESS,0,0.824805,51376,0.62,0.18,1642446,13,cn99,2026-05-25T12:27:27+00:00,2026-05-25T12:27:35+00:00,
new,13,5,SUCCESS,0,0.818924,51592,0.58,0.21,1642446,13,cn99,2026-05-25T12:27:27+00:00,2026-05-25T12:27:35+00:00,
new,13,6,SUCCESS,0,0.782925,51592,0.6,0.16,1642446,13,cn99,2026-05-25T12:27:27+00:00,2026-05-25T12:27:35+00:00,
new,13,7,SUCCESS,0,0.732744,51576,0.62,0.08,1642446,13,cn99,2026-05-25T12:27:27+00:00,2026-05-25T12:27:35+00:00,
new,13,8,SUCCESS,0,0.735639,51528,0.62,0.09,1642446,13,cn99,2026-05-25T12:27:27+00:00,2026-05-25T12:27:35+00:00,
new,13,9,SUCCESS,0,0.739339,51500,0.61,0.1,1642446,13,cn99,2026-05-25T12:27:27+00:00,2026-05-25T12:27:35+00:00,
new,13,10,SUCCESS,0,0.731426,51692,0.61,0.1,1642446,13,cn99,2026-05-25T12:27:27+00:00,2026-05-25T12:27:35+00:00,
new,14,1,SUCCESS,0,0.780561,52516,0.61,0.11,1642446,14,cn99,2026-05-25T12:27:36+00:00,2026-05-25T12:27:44+00:00,
new,14,2,SUCCESS,0,0.741142,52524,0.62,0.1,1642446,14,cn99,2026-05-25T12:27:36+00:00,2026-05-25T12:27:44+00:00,
new,14,3,SUCCESS,0,0.741834,52436,0.61,0.1,1642446,14,cn99,2026-05-25T12:27:36+00:00,2026-05-25T12:27:44+00:00,
new,14,4,SUCCESS,0,0.7483,52264,0.62,0.1,1642446,14,cn99,2026-05-25T12:27:36+00:00,2026-05-25T12:27:44+00:00,
new,14,5,SUCCESS,0,0.737045,52652,0.61,0.1,1642446,14,cn99,2026-05-25T12:27:36+00:00,2026-05-25T12:27:44+00:00,
new,14,6,SUCCESS,0,0.750153,52232,0.61,0.11,1642446,14,cn99,2026-05-25T12:27:36+00:00,2026-05-25T12:27:44+00:00,
new,14,7,SUCCESS,0,0.738004,52384,0.61,0.1,1642446,14,cn99,2026-05-25T12:27:36+00:00,2026-05-25T12:27:44+00:00,
new,14,8,SUCCESS,0,0.737491,52520,0.6,0.11,1642446,14,cn99,2026-05-25T12:27:36+00:00,2026-05-25T12:27:44+00:00,
new,14,9,SUCCESS,0,0.746434,52300,0.62,0.1,1642446,14,cn99,2026-05-25T12:27:36+00:00,2026-05-25T12:27:44+00:00,
new,14,10,SUCCESS,0,0.75322,52240,0.62,0.11,1642446,14,cn99,2026-05-25T12:27:36+00:00,2026-05-25T12:27:44+00:00,
new,15,1,SUCCESS,0,0.78257,53368,0.63,0.1,1642446,15,cn99,2026-05-25T12:27:45+00:00,2026-05-25T12:27:53+00:00,
new,15,2,SUCCESS,0,0.749863,53192,0.61,0.11,1642446,15,cn99,2026-05-25T12:27:45+00:00,2026-05-25T12:27:53+00:00,
new,15,3,SUCCESS,0,0.760531,53116,0.61,0.12,1642446,15,cn99,2026-05-25T12:27:45+00:00,2026-05-25T12:27:53+00:00,
new,15,4,SUCCESS,0,0.749074,53244,0.62,0.1,1642446,15,cn99,2026-05-25T12:27:45+00:00,2026-05-25T12:27:53+00:00,
new,15,5,SUCCESS,0,0.75685,53156,0.62,0.11,1642446,15,cn99,2026-05-25T12:27:45+00:00,2026-05-25T12:27:53+00:00,
new,15,6,SUCCESS,0,0.749095,53224,0.62,0.1,1642446,15,cn99,2026-05-25T12:27:45+00:00,2026-05-25T12:27:53+00:00,
new,15,7,SUCCESS,0,0.753944,53292,0.63,0.09,1642446,15,cn99,2026-05-25T12:27:45+00:00,2026-05-25T12:27:53+00:00,
new,15,8,SUCCESS,0,0.756147,53268,0.62,0.1,1642446,15,cn99,2026-05-25T12:27:45+00:00,2026-05-25T12:27:53+00:00,
new,15,9,SUCCESS,0,0.759588,53192,0.63,0.1,1642446,15,cn99,2026-05-25T12:27:45+00:00,2026-05-25T12:27:53+00:00,
new,15,10,SUCCESS,0,0.750545,53280,0.62,0.1,1642446,15,cn99,2026-05-25T12:27:45+00:00,2026-05-25T12:27:53+00:00,
new,16,1,SUCCESS,0,0.811252,54024,0.65,0.1,1642446,16,cn99,2026-05-25T12:27:53+00:00,2026-05-25T12:28:02+00:00,
new,16,2,SUCCESS,0,0.770274,54056,0.63,0.11,1642446,16,cn99,2026-05-25T12:27:53+00:00,2026-05-25T12:28:02+00:00,
new,16,3,SUCCESS,0,0.763102,54180,0.63,0.1,1642446,16,cn99,2026-05-25T12:27:53+00:00,2026-05-25T12:28:02+00:00,
new,16,4,SUCCESS,0,0.772311,54024,0.63,0.11,1642446,16,cn99,2026-05-25T12:27:53+00:00,2026-05-25T12:28:02+00:00,
new,16,5,SUCCESS,0,0.765239,54184,0.62,0.11,1642446,16,cn99,2026-05-25T12:27:53+00:00,2026-05-25T12:28:02+00:00,
new,16,6,SUCCESS,0,0.768277,54068,0.64,0.1,1642446,16,cn99,2026-05-25T12:27:53+00:00,2026-05-25T12:28:02+00:00,
new,16,7,SUCCESS,0,0.774111,54172,0.64,0.11,1642446,16,cn99,2026-05-25T12:27:53+00:00,2026-05-25T12:28:02+00:00,
new,16,8,SUCCESS,0,0.766634,54040,0.63,0.11,1642446,16,cn99,2026-05-25T12:27:53+00:00,2026-05-25T12:28:02+00:00,
new,16,9,SUCCESS,0,0.761944,53912,0.63,0.11,1642446,16,cn99,2026-05-25T12:27:53+00:00,2026-05-25T12:28:02+00:00,
new,16,10,SUCCESS,0,0.772922,54052,0.66,0.09,1642446,16,cn99,2026-05-25T12:27:53+00:00,2026-05-25T12:28:02+00:00,
new,17,1,SUCCESS,0,0.818375,54720,0.65,0.12,1642446,17,cn99,2026-05-25T12:28:02+00:00,2026-05-25T12:28:11+00:00,
new,17,2,SUCCESS,0,0.787653,54916,0.66,0.1,1642446,17,cn99,2026-05-25T12:28:02+00:00,2026-05-25T12:28:11+00:00,
new,17,3,SUCCESS,0,0.790081,54960,0.66,0.1,1642446,17,cn99,2026-05-25T12:28:02+00:00,2026-05-25T12:28:11+00:00,
new,17,4,SUCCESS,0,0.789803,54744,0.66,0.1,1642446,17,cn99,2026-05-25T12:28:02+00:00,2026-05-25T12:28:11+00:00,
new,17,5,SUCCESS,0,0.786194,54916,0.65,0.1,1642446,17,cn99,2026-05-25T12:28:02+00:00,2026-05-25T12:28:11+00:00,
new,17,6,SUCCESS,0,0.791244,54944,0.65,0.11,1642446,17,cn99,2026-05-25T12:28:02+00:00,2026-05-25T12:28:11+00:00,
new,17,7,SUCCESS,0,0.772977,55020,0.64,0.1,1642446,17,cn99,2026-05-25T12:28:02+00:00,2026-05-25T12:28:11+00:00,
new,17,8,SUCCESS,0,0.786514,54864,0.64,0.11,1642446,17,cn99,2026-05-25T12:28:02+00:00,2026-05-25T12:28:11+00:00,
new,17,9,SUCCESS,0,0.788981,55036,0.64,0.12,1642446,17,cn99,2026-05-25T12:28:02+00:00,2026-05-25T12:28:11+00:00,
new,17,10,SUCCESS,0,0.784698,54936,0.64,0.11,1642446,17,cn99,2026-05-25T12:28:02+00:00,2026-05-25T12:28:11+00:00,
new,18,1,SUCCESS,0,0.823216,55852,0.66,0.11,1642446,18,cn99,2026-05-25T12:28:11+00:00,2026-05-25T12:28:20+00:00,
new,18,2,SUCCESS,0,0.800238,55840,0.66,0.11,1642446,18,cn99,2026-05-25T12:28:11+00:00,2026-05-25T12:28:20+00:00,
new,18,3,SUCCESS,0,0.795784,55816,0.66,0.11,1642446,18,cn99,2026-05-25T12:28:11+00:00,2026-05-25T12:28:20+00:00,
new,18,4,SUCCESS,0,0.791134,55932,0.66,0.1,1642446,18,cn99,2026-05-25T12:28:11+00:00,2026-05-25T12:28:20+00:00,
new,18,5,SUCCESS,0,0.796115,55528,0.66,0.11,1642446,18,cn99,2026-05-25T12:28:11+00:00,2026-05-25T12:28:20+00:00,
new,18,6,SUCCESS,0,0.793931,55984,0.64,0.12,1642446,18,cn99,2026-05-25T12:28:11+00:00,2026-05-25T12:28:20+00:00,
new,18,7,SUCCESS,0,0.7885,55916,0.65,0.1,1642446,18,cn99,2026-05-25T12:28:11+00:00,2026-05-25T12:28:20+00:00,
new,18,8,SUCCESS,0,0.783506,55876,0.65,0.1,1642446,18,cn99,2026-05-25T12:28:11+00:00,2026-05-25T12:28:20+00:00,
new,18,9,SUCCESS,0,0.784421,55984,0.66,0.1,1642446,18,cn99,2026-05-25T12:28:11+00:00,2026-05-25T12:28:20+00:00,
new,18,10,SUCCESS,0,0.784552,55724,0.66,0.1,1642446,18,cn99,2026-05-25T12:28:11+00:00,2026-05-25T12:28:20+00:00,
new,19,1,SUCCESS,0,0.8432,56816,0.68,0.11,1642446,19,cn99,2026-05-25T12:28:20+00:00,2026-05-25T12:28:29+00:00,
new,19,2,SUCCESS,0,0.803319,56596,0.67,0.11,1642446,19,cn99,2026-05-25T12:28:20+00:00,2026-05-25T12:28:29+00:00,
new,19,3,SUCCESS,0,0.804951,56816,0.68,0.1,1642446,19,cn99,2026-05-25T12:28:20+00:00,2026-05-25T12:28:29+00:00,
new,19,4,SUCCESS,0,0.806031,56704,0.68,0.1,1642446,19,cn99,2026-05-25T12:28:20+00:00,2026-05-25T12:28:29+00:00,
new,19,5,SUCCESS,0,0.805681,56828,0.67,0.11,1642446,19,cn99,2026-05-25T12:28:20+00:00,2026-05-25T12:28:29+00:00,
new,19,6,SUCCESS,0,0.807874,56608,0.67,0.11,1642446,19,cn99,2026-05-25T12:28:20+00:00,2026-05-25T12:28:29+00:00,
new,19,7,SUCCESS,0,0.8011,56740,0.68,0.1,1642446,19,cn99,2026-05-25T12:28:20+00:00,2026-05-25T12:28:29+00:00,
new,19,8,SUCCESS,0,0.817643,56812,0.67,0.11,1642446,19,cn99,2026-05-25T12:28:20+00:00,2026-05-25T12:28:29+00:00,
new,19,9,SUCCESS,0,0.807257,56644,0.67,0.11,1642446,19,cn99,2026-05-25T12:28:20+00:00,2026-05-25T12:28:29+00:00,
new,19,10,SUCCESS,0,0.811659,56628,0.68,0.1,1642446,19,cn99,2026-05-25T12:28:20+00:00,2026-05-25T12:28:29+00:00,
new,2,1,SUCCESS,0,0.617101,42712,0.49,0.08,1642446,2,cn99,2026-05-25T12:25:58+00:00,2026-05-25T12:26:05+00:00,
new,2,2,SUCCESS,0,0.583302,42748,0.47,0.09,1642446,2,cn99,2026-05-25T12:25:58+00:00,2026-05-25T12:26:05+00:00,
new,2,3,SUCCESS,0,0.580354,43064,0.48,0.08,1642446,2,cn99,2026-05-25T12:25:58+00:00,2026-05-25T12:26:05+00:00,
new,2,4,SUCCESS,0,0.588746,42752,0.47,0.09,1642446,2,cn99,2026-05-25T12:25:58+00:00,2026-05-25T12:26:05+00:00,
new,2,5,SUCCESS,0,0.581064,42916,0.47,0.09,1642446,2,cn99,2026-05-25T12:25:58+00:00,2026-05-25T12:26:05+00:00,
new,2,6,SUCCESS,0,0.579149,42836,0.46,0.1,1642446,2,cn99,2026-05-25T12:25:58+00:00,2026-05-25T12:26:05+00:00,
new,2,7,SUCCESS,0,0.581446,42932,0.47,0.08,1642446,2,cn99,2026-05-25T12:25:58+00:00,2026-05-25T12:26:05+00:00,
new,2,8,SUCCESS,0,0.58581,42924,0.47,0.09,1642446,2,cn99,2026-05-25T12:25:58+00:00,2026-05-25T12:26:05+00:00,
new,2,9,SUCCESS,0,0.588368,42792,0.47,0.09,1642446,2,cn99,2026-05-25T12:25:58+00:00,2026-05-25T12:26:05+00:00,
new,2,10,SUCCESS,0,0.583398,42936,0.46,0.09,1642446,2,cn99,2026-05-25T12:25:58+00:00,2026-05-25T12:26:05+00:00,
new,3,1,SUCCESS,0,0.655557,43948,0.51,0.1,1642446,3,cn99,2026-05-25T12:26:05+00:00,2026-05-25T12:26:12+00:00,
new,3,2,SUCCESS,0,0.62223,43948,0.5,0.09,1642446,3,cn99,2026-05-25T12:26:05+00:00,2026-05-25T12:26:12+00:00,
new,3,3,SUCCESS,0,0.636744,43944,0.51,0.1,1642446,3,cn99,2026-05-25T12:26:05+00:00,2026-05-25T12:26:12+00:00,
new,3,4,SUCCESS,0,0.632829,43976,0.51,0.09,1642446,3,cn99,2026-05-25T12:26:05+00:00,2026-05-25T12:26:12+00:00,
new,3,5,SUCCESS,0,0.632412,43912,0.51,0.1,1642446,3,cn99,2026-05-25T12:26:05+00:00,2026-05-25T12:26:12+00:00,
new,3,6,SUCCESS,0,0.630587,43944,0.52,0.08,1642446,3,cn99,2026-05-25T12:26:05+00:00,2026-05-25T12:26:12+00:00,
new,3,7,SUCCESS,0,0.636591,44008,0.5,0.11,1642446,3,cn99,2026-05-25T12:26:05+00:00,2026-05-25T12:26:12+00:00,
new,3,8,SUCCESS,0,0.632736,43768,0.52,0.09,1642446,3,cn99,2026-05-25T12:26:05+00:00,2026-05-25T12:26:12+00:00,
new,3,9,SUCCESS,0,0.644196,43976,0.53,0.09,1642446,3,cn99,2026-05-25T12:26:05+00:00,2026-05-25T12:26:12+00:00,
new,3,10,SUCCESS,0,0.636421,43916,0.5,0.11,1642446,3,cn99,2026-05-25T12:26:05+00:00,2026-05-25T12:26:12+00:00,
new,4,1,SUCCESS,0,0.668917,44528,0.51,0.1,1642446,4,cn99,2026-05-25T12:26:13+00:00,2026-05-25T12:26:20+00:00,
new,4,2,SUCCESS,0,0.644123,44568,0.52,0.1,1642446,4,cn99,2026-05-25T12:26:13+00:00,2026-05-25T12:26:20+00:00,
new,4,3,SUCCESS,0,0.637049,44628,0.52,0.09,1642446,4,cn99,2026-05-25T12:26:13+00:00,2026-05-25T12:26:20+00:00,
new,4,4,SUCCESS,0,0.635974,44480,0.51,0.1,1642446,4,cn99,2026-05-25T12:26:13+00:00,2026-05-25T12:26:20+00:00,
new,4,5,SUCCESS,0,0.64705,44524,0.54,0.08,1642446,4,cn99,2026-05-25T12:26:13+00:00,2026-05-25T12:26:20+00:00,
new,4,6,SUCCESS,0,0.642298,44648,0.52,0.09,1642446,4,cn99,2026-05-25T12:26:13+00:00,2026-05-25T12:26:20+00:00,
new,4,7,SUCCESS,0,0.643284,44872,0.51,0.1,1642446,4,cn99,2026-05-25T12:26:13+00:00,2026-05-25T12:26:20+00:00,
new,4,8,SUCCESS,0,0.645671,44560,0.52,0.09,1642446,4,cn99,2026-05-25T12:26:13+00:00,2026-05-25T12:26:20+00:00,
new,4,9,SUCCESS,0,0.643626,44544,0.52,0.09,1642446,4,cn99,2026-05-25T12:26:13+00:00,2026-05-25T12:26:20+00:00,
new,4,10,SUCCESS,0,0.634633,44692,0.51,0.1,1642446,4,cn99,2026-05-25T12:26:13+00:00,2026-05-25T12:26:20+00:00,
new,5,1,SUCCESS,0,0.675595,45296,0.53,0.09,1642446,5,cn99,2026-05-25T12:26:20+00:00,2026-05-25T12:26:27+00:00,
new,5,2,SUCCESS,0,0.659818,45184,0.52,0.11,1642446,5,cn99,2026-05-25T12:26:20+00:00,2026-05-25T12:26:27+00:00,
new,5,3,SUCCESS,0,0.650589,45544,0.53,0.09,1642446,5,cn99,2026-05-25T12:26:20+00:00,2026-05-25T12:26:27+00:00,
new,5,4,SUCCESS,0,0.651953,45236,0.53,0.09,1642446,5,cn99,2026-05-25T12:26:20+00:00,2026-05-25T12:26:27+00:00,
new,5,5,SUCCESS,0,0.64099,45480,0.51,0.1,1642446,5,cn99,2026-05-25T12:26:20+00:00,2026-05-25T12:26:27+00:00,
new,5,6,SUCCESS,0,0.651832,45224,0.52,0.1,1642446,5,cn99,2026-05-25T12:26:20+00:00,2026-05-25T12:26:27+00:00,
new,5,7,SUCCESS,0,0.655842,45428,0.52,0.11,1642446,5,cn99,2026-05-25T12:26:20+00:00,2026-05-25T12:26:27+00:00,
new,5,8,SUCCESS,0,0.67002,45396,0.52,0.13,1642446,5,cn99,2026-05-25T12:26:20+00:00,2026-05-25T12:26:27+00:00,
new,5,9,SUCCESS,0,0.670727,45212,0.54,0.1,1642446,5,cn99,2026-05-25T12:26:20+00:00,2026-05-25T12:26:27+00:00,
new,5,10,SUCCESS,0,0.667617,45288,0.53,0.11,1642446,5,cn99,2026-05-25T12:26:20+00:00,2026-05-25T12:26:27+00:00,
new,6,1,SUCCESS,0,0.712729,46196,0.54,0.12,1642446,6,cn99,2026-05-25T12:26:28+00:00,2026-05-25T12:26:35+00:00,
new,6,2,SUCCESS,0,0.689165,45904,0.54,0.12,1642446,6,cn99,2026-05-25T12:26:28+00:00,2026-05-25T12:26:35+00:00,
new,6,3,SUCCESS,0,0.68941,46124,0.55,0.11,1642446,6,cn99,2026-05-25T12:26:28+00:00,2026-05-25T12:26:35+00:00,
new,6,4,SUCCESS,0,0.687842,46280,0.55,0.11,1642446,6,cn99,2026-05-25T12:26:28+00:00,2026-05-25T12:26:35+00:00,
new,6,5,SUCCESS,0,0.678352,46252,0.53,0.12,1642446,6,cn99,2026-05-25T12:26:28+00:00,2026-05-25T12:26:35+00:00,
new,6,6,SUCCESS,0,0.677374,46108,0.53,0.12,1642446,6,cn99,2026-05-25T12:26:28+00:00,2026-05-25T12:26:35+00:00,
new,6,7,SUCCESS,0,0.69205,46072,0.54,0.13,1642446,6,cn99,2026-05-25T12:26:28+00:00,2026-05-25T12:26:35+00:00,
new,6,8,SUCCESS,0,0.685298,46064,0.54,0.11,1642446,6,cn99,2026-05-25T12:26:28+00:00,2026-05-25T12:26:35+00:00,
new,6,9,SUCCESS,0,0.674886,46120,0.54,0.11,1642446,6,cn99,2026-05-25T12:26:28+00:00,2026-05-25T12:26:35+00:00,
new,6,10,SUCCESS,0,0.679035,46180,0.55,0.1,1642446,6,cn99,2026-05-25T12:26:28+00:00,2026-05-25T12:26:35+00:00,
new,7,1,SUCCESS,0,0.778211,46888,0.55,0.18,1642446,7,cn99,2026-05-25T12:26:36+00:00,2026-05-25T12:26:44+00:00,
new,7,2,SUCCESS,0,0.750304,46780,0.55,0.18,1642446,7,cn99,2026-05-25T12:26:36+00:00,2026-05-25T12:26:44+00:00,
new,7,3,SUCCESS,0,0.745897,46888,0.56,0.16,1642446,7,cn99,2026-05-25T12:26:36+00:00,2026-05-25T12:26:44+00:00,
new,7,4,SUCCESS,0,0.750751,46892,0.52,0.2,1642446,7,cn99,2026-05-25T12:26:36+00:00,2026-05-25T12:26:44+00:00,
new,7,5,SUCCESS,0,0.664024,46824,0.55,0.09,1642446,7,cn99,2026-05-25T12:26:36+00:00,2026-05-25T12:26:44+00:00,
new,7,6,SUCCESS,0,0.661912,46812,0.55,0.08,1642446,7,cn99,2026-05-25T12:26:36+00:00,2026-05-25T12:26:44+00:00,
new,7,7,SUCCESS,0,0.706066,46796,0.56,0.12,1642446,7,cn99,2026-05-25T12:26:36+00:00,2026-05-25T12:26:44+00:00,
new,7,8,SUCCESS,0,0.738672,47024,0.53,0.17,1642446,7,cn99,2026-05-25T12:26:36+00:00,2026-05-25T12:26:44+00:00,
new,7,9,SUCCESS,0,0.75467,46832,0.55,0.18,1642446,7,cn99,2026-05-25T12:26:36+00:00,2026-05-25T12:26:44+00:00,
new,7,10,SUCCESS,0,0.7407,46764,0.53,0.18,1642446,7,cn99,2026-05-25T12:26:36+00:00,2026-05-25T12:26:44+00:00,
new,8,1,SUCCESS,0,0.803865,47688,0.57,0.18,1642446,8,cn99,2026-05-25T12:26:45+00:00,2026-05-25T12:26:52+00:00,
new,8,2,SUCCESS,0,0.760422,47576,0.56,0.17,1642446,8,cn99,2026-05-25T12:26:45+00:00,2026-05-25T12:26:52+00:00,
